classes,filtered_text
4,pericardial effusion primary hypothyroidism occurrence pericardial effusion hypothyroidism appears dependent severity disease
4,clinical anatomical consideration surgery aortoiliac disease result surgical treatment use appropriate operation patient determined principally disease location patient risk provide highly effective relief disabling claudication limbthreatening ischemia low morbidity mortality rate
4,urokinase dose regimen native arterial graft occlusion initial result prospective randomized clinical trial frequency complication wa equivalent group higher frequency minor bleeding complication highdose group
4,popliteal aneurysm identified intraarterial streptokinase changing pattern presentation aneurysm symptomatic year year
4,hemodynamic effect diltiazem vasoconstrictor pulmonary hypertension sheep mlkg polyethylene glycolethanol vehicle vehicle nifedipine administration prior study wa administered diltiazem infusion pulmonary artery pressure increased rp increased rprs increased
4,discordant nephron function correct treatment antirenin therapy designed block renin synthesis secretion angiotensin ii formation action
4,prevention hypertension vascular change captopril treatment sensitivity tail artery response norepinephrine wa altered treatment
4,use guiding catheter contralateral femoral artery angioplasty describe unique method employing transseptal sheath guiding catheter allows contralateral retrograde femoral artery access perform balloon angioplasty proximal superficial femoral artery lesion
4,small bowel enteroscopy early experience gastrointestinal bleeding unknown origin diagnostic yield wa majority lesion encountered mucosal vascular malformation
4,lowmolecularweight heparinoid compared warfarin prophylaxis deepvein thrombosis patient operated fracture hip wa difference intraoperative loss blood requirement transfusion
4,antecedent medical disease patient amyotrophic lateral sclerosis heterogeneity antecedent thyroid disease highly unlikely specific thyroid lesion causally associated case amyotrophic lateral sclerosis
4,contribution transesophageal echocardiography patient diagnosis treatment prospective analysis method gave conclusive diagnosis case mitral stenosis p n
4,case finding data quality aspect comparability myocardial infarction register result south german register study regard study objective difference subset appear effect rate calculation definite possible ami combined
4,reduction mortality sudden death nonfatal reinfarction betaadrenergic blocker survivor acute myocardial infarction new hypothesis cardioprotective action betaadrenergic blockade beta blocker relatively weak antiplatelet activity suggesting antithrombotic effect related prevention coronary artery plaque rupture subsequent propagation occlusive arterial thrombus direct anticoagulant action
4,wife coronary highrisk men higher risk finding support hypothesis member household person increased risk chd increased risk
4,effect brief coronary occlusion reperfusion porcine coronary artery reactivity serotonininduced contraction significantly greater occludedreperfused left anterior descending left circumflex coronary artery p le
4,magnitude time course extracellular potassium inhomogeneity acute ischemia pig furthermore determined relation altered verapamil
4,increased extravascular lung water patient low pulmonary artery occlusion pressure acute myocardial infarction evlw significant correlation paop difference plasma colloid osmotic pressure paop significant correlation pulmonary vascular resistance index r p le qrs score r p le
4,repair flail anterior leaflet tricuspid mitral valve cusp remodeling present alternative approach extensive rupture chordae tendineae leading flail anterior leaflet
4,arteriovenous fistula complication temporary pacemaker insertion treatment percutaneous embolization present case right internal mammary arterytoright innominate vein fistula resulting emergent insertion temporary pacemaker
4,estimation posttest probability coronary disease following exercise testing sequential application bayesian method mean posttest probability follows tabular cadenza dual bayes actual incidence
4,comparison converting enzyme inhibitor calcium channel blocker hypertensive glomerular injury equihypotensive treatment calcium channel blocker reduce proteinuria delayed prevent glomerulosclerosis
4,tilt test diagnosis unexplained syncope pediatric patient mechanism common cause syncope childhood neurocardiogenic response venous pooling catecholamineinduced tachycardia
4,methodology mental stress testing cardiovascular research argued validity mental stress test judged relation different aspect specifically methodological ecological diagnostic prognostic therapeutic validity
4,lowdose aspirin doe influence clinical course woman mild pregnancyinduced hypertension mean blood pressure value rate development severe preeclampsia gestational age delivery newborn weight minute apgar score similar aspirintreated placebotreated group
4,digoxin atrial fibrillation drug time ha gone despite adequate digitalization heart rate onset paroxysm fibrillation patient receiving drug doe differ heart rate patient receiving
4,cholesterol screening selfreferred elderly subject subject total cholesterol le greater equal mgdl
4,regression infundibular pulmonary stenosis successful balloon pulmonary valvuloplasty adult infundibular diameter increased mean p le
4,experimental cardiac tamponade correlation pressure flow velocity echocardiographic change hypotensive cardiac tamponade cardiac output diminished decreased transmural right atrial pressure developed ventricular systole wa accompanied diminished antegrade flow superior vena cava
4,venous hemodynamics chronic valvular insufficiency model immediately week valve lysis shortened filling time refilling time elevated poststimulation pressure noted
4,transesophageal echocardiography superior transthoracic echocardiography diagnosis sinus venosus atrial septal defect sinus venosus type atrial septal defect frequently visualized adult conventional transthoracic echocardiography
4,effect nalbuphine reversing opioidinduced respiratory depression report case agitation nausea vomiting cardiac dysrhythmias observed frequently
4,gynecologic vascular abnormality diagnosis doppler u patient wa shown adnexal varix closely mimicked hydrosalpinx
4,coronary angioplasty symptomatic patient bypass surgery repeat ptca wa successfully accomplished patient treated medically
4,progress patient pulmonary atresia systemic pulmonary arterial shunt end year patient judged adequate palliation year
4,autonomic dysfunction guillainbarre syndrome yearold girl guillainbarre syndrome autonomic dysfunction wa treated successfully esmolol
4,routine preoperative hemodynamic evaluation nonagenarian necessary thirtyday mortality wa month survival wa
4,regulation fibrillar collagen type iii basement membrane type iv collagen gene expression pressure overloaded rat myocardium actin mrna level increased day banding followed rapid return control level
4,intermittent claudication heart disease risk factor mortality rare condition simple questionnaire exist detection
4,influence catheter technology adjuvant medication acute complication percutaneous coronary angioplasty urokinase ptca potentially harmful regimen
4,relationship atherosclerosis young men serum lipoprotein cholesterol concentration smoking black extensive total surface involvement aorta adjustment lipoprotein cholesterol level smoking
4,clinical radiographic hemodynamic correlation chronic congestive heart failure conflicting result lead inappropriate care absence radiographic physical sign congestion doe ensure normal pcwp value lead inaccurate diagnosis inadequate therapy
4,effect calcium vascular smooth muscle tone possible mechanism vascular smooth muscle contraction possible role pathophysiology hypertension reviewed
4,diagnostic value maximal exercise tidal volume concluded difference vtmax different patient related largely vc ie severity respiratory mechanical impairment disease state
4,mixed connective tissue disease arterial thrombosis antiphospholipid antibody heparin induced thrombocytopenia case highlight association thrombosis apl mctd
4,effect weight reduction moderately overweight patient recorded ambulatory blood pressure free cytosolic platelet calcium nonpharmacological reduction blood pressure wa accompanied proportional decrease p le platelet cytosolic calcium significant p le decrease plasma catecholamine serum cholesterol
4,body mass index prognosis elderly hypertensive patient report european working party high blood pressure elderly bmi modify favorable effect drug treatment
4,vena caval flow assessment cine mr velocity mapping patient obstruction svc absence flow wa confirmed retrograde flow wa seen azygos vein
4,carotid endarterectomy elderly patient predicting complication objective determine complication death rate carotid predicted hospital physician structural variable hospital s teaching status number surgeon year complication surgery general predicted structural variable referring physician rely solely surgeon s experience qualification recommending carotid
4,resympathectomy upper extremity patient continuous wave doppler ultrasound study available showed significant increase peak forward frequency operation p le
4,surgery ebstein s anomaly clinical echocardiographic evaluation new technique tricuspid regurgitation diminished patient grade patient grade grade patient remained unchanged
4,effect cyclosporine development cerebral vasospasm primate model deposition igg medium inflammatory reaction observed spastic arterial wall sah c group wa definitive difference immuneinflammatory reaction group
4,comparative effect overweight cardiovascular risk younger versus older men contrast older men prevalence elevated blood pressure cholesterol triglyceride glucose value wa significantly greater subgroup high bmi
4,screening fifth grader hypercholesterolemia family history inadequate predict result cholesterol screening wa performed fifthgrade student scottsdale az schoolaffiliated healtheducation program large number child screened safely efficiently good student parental cooperation
4,repetitive intraoperative mapping cryotherapy improve result endocardial resection ventricular tachycardia initial experience endocardial resection group incurred treatment failure rate
4,intercostal arteriovenous fistula pleural biopsy year old woman biopsy left effusion showed caseating granuloma typical tuberculosis thoracotomy showed bleeding site biopsy
4,effect indecainide patient left ventricular dysfunction wa linear relation percent change pr r p le qrs r p le interval serum drug concentration
4,physician perspective cholesterol heart disease conclude registered dietitian explore need special service
4,rib compression coronary artery probably clinical significance finding
4,chronic calcium channel blockade prevents progression myocardial contractile electrical dysfunction cardiomyopathic syrian hamster concluded pathological change seen lifetime cardiomyopathic hamster prevented continuous calcium channel blockade intermediate prevention attained protracted verapamil therapy
4,calcium channel blocker versus angiotensinconverting enzyme inhibitor renal effect chronic progressive renal disease ace inhibitor shown decrease protein excretion morphologic evidence glomerulosclerosis
4,salt hypertension dahl saltsensitive d rat renal abnormality tend encourage sodium retention
4,vascular renin hypertension suggested extrarenal tissue contain reninlike activity derived uptake local synthesis
4,myocardial metabolic hemodynamic effect sustained intravenous infusion nifedipine metoprolol patient unstable angina addition metoprolol associated reduction myocardial oxygen demand
4,atheroemboli lower urinary tract marker atherosclerotic vascular disease case report atheroemboli lower genitourinary tract serve marker disseminated atheroembolic disease highly lethal condition
4,circulating plasma platelet activating factor persistent pulmonary hypertension newborn acetylhydrolase activity wa similar group versus nmolmlmin p n
4,regurgitation fat marrow embolus coronary vein resuscitation novel observation finding multiple coexistent cardiac venous embolus resuscitated patient pulmonary artery obstruction pulmonary thromboemboli
4,residual atrial septal perforation percutaneous transvenous mitral commissurotomy inoue balloon catheter shunt patient wa clinically insignificant
4,introduction nutritional aspect palm oil concluded evidence available difficult interpret unambiguously
4,myocardial uptake indiumlabeled antimyosin acute subendocardial infarction clinical histochemical autoradiographic correlation myocardial necrosis postmortem examination demonstrated severe threevessel coronary artery disease extensive myocyte death endocardium
4,effect increased left atrial pressure breathing frequency anesthetized dog vagal cooling blocked effect fibrillation
4,methodology sodium sensitivity assessment systematic approach assessment factor mechanism responsible sodium sensitivity subject needed determine benefit
4,thyrotoxicosis induced topical iodine application povidoneiodine soak commonly decubitus ulcer care warrant special attention patient preexisting thyroid disorder
4,fractured retained guidewire fragment coronary angioplasty unforeseen late sequela occurred despite systemic anticoagulation coumadin interval procedure
4,intrapericardial infusion fluorouracil pericarditis cardiac arrhythmia developed patient cardiac tamponade
4,igd immune complex vasculitis patient hyperimmunoglobulinemia d periodic fever patient form immune complex vasculitis skin minimal perivascular deposit igd found case
4,patient type atrioventricular junctional av nodal reentrant tachycardia difference ventriculoatrial interval cycle length result selective surgery suggest type av junctional reentrant tachycardia different reentrant circuit
4,left ventricular midcavitary obstruction balloon dilation isolated aortic valve stenosis child obstruction cavity resolved spontaneously patient
4,association blood pressure serum lipid population conclusion
4,mild ischemia predisposes s segment gentamicin toxicity elevation cortical gentamicin level wa dissociated enhanced nephrotoxicity seen following mild ischemic injury
4,effect dopamine myocardial functional recovery reversible ischemic injury myocardial performance dopamine administration wa significantly depressed compared placebo remaining hour reperfusion p le
4,impaired insulin action skeletal muscle metabolism essential hypertension forearm exchange oxygen carbon dioxide lipid substrate free fatty acid glycerol betahydroxybutyrate potassium similar hypertensive normotensive group basal state
4,new horizon treatment coronary artery thrombosis describe method uncover molecule characterization molecular level
4,intracoronary adenosine administration reperfusion following hour ischemia effect infarct size ventricular function regional myocardial blood flow wa associated similar extent capillary endothelial change neutrophil infiltration adenosinetreated saline control group
4,role angioplasty myocardial infarction management strategy review angioplasty circumstance primary reperfusion intervention logistic problem excellent result intravenous thrombolytic therapy resulted postlytic angioplasty preferred use interventional strategy
4,duchenne s cardiomyopathy canine model electrocardiographic echocardiographic study hyperechoic lesion corresponded calcified myocardium surrounding dense connective tissue
4,computed tomography evaluation aorta patient sustaining blunt chest trauma overall accuracy ct scanning wa
4,ace inhibition improves vagal reactivity patient heart failure patient heart failure reflex bradycardia decrease age pra increase stroke volume
4,intraoperative anaphylaxis association latex sensitivity allergic evaluation latex allergy assist preoperative evaluation similar patient
4,ultrasound screening firstdegree relative patient abdominal aortic aneurysm abdominal aortic aneurysm found relative age year child age year parent
4,echocardiographic evaluation cardiac structure function elderly subject isolated systolic hypertension participant systolic hypertension elderly program shep trial mean age year examined doppler echocardiography gain information cardiac structural functional alteration isolated systolic hypertension wa correlation left ventricular mass index doppler measure diastolic function relative wall thickness correlated significantly peak atrial velocity r p peak early peak atrial velocity ratio r p
4,stress hypertension susceptible person emotional stress result immediate sympathetic stimulation vasomotor response result highoutput state elevated blood pressure vasopressor response transient inverse relationship blood pressure level education explain development hypertension aspiration upward mobility thwarted
4,incidence myocarditis endomyocardial biopsy sample patient congestive heart failure useful information wa obtained case wa incidence histologically proven myocarditis entire group
4,dipyridamole perfusion scintigraphy experience application seventy patient known suspected unstable angina dipyridamole perfusion scintigraphy accurate alternative exercise testing evaluation patient unstable angina pectoris
4,ventricular tachycardia patient aid receiving ganciclovir dhpg close temporal relationship administration drug onset arrhythmia conjunction absence factor known predispose arrhythmia suggest ganciclovir played role development arrhythmia patient
4,hypertensive heart disease africanamerican additional research needed new sensitive tool detecting lvh accelerate study
4,raynaud s syndrome approach diagnosis involve search underlying cause
4,fibrinopeptide released coronary circulation coronary spasm plasma betathromboglobulin level remained unchanged attack patient group acetylcholine control group
4,sinus nodal dysfunction young patient long qt syndrome eps test corrected sinus node recovery time csnrt wa long sinoatrial conduction time sact wa long wa calculable
4,giantcell arteritis uterus associated temporal arteritis case report rare presentation giantcell arteritis female genital tract doe support invasive costly evaluation asymptomatic patient
4,effect drug diet treatment mild hypertension diastolic blood pressure adding weight loss chlorthalidone significantly enhanced blood pressure lowering mm hg compared diuretic mm hg p adding low sodiumhigh potassium diet mm hg p
4,relation intraventricular pressure volume diastole result test currently held theory form relation exponential
4,effect calcium channel blockade calcium homeostasis mild moderate essential hypertension drug produced significant change blood level total ionized calcium magnesium phosphorus affect regulation parathyroid hormone vitamin d addition week following initiation drug altered serum level parathyroid hormone pth oh vitamin d d
4,atrial fibrillation cardiac tamponade initial manifestation malignant pericarditis article describes case yearold woman lymphoid malignancy malignant pericarditis article describes case yearold woman lymphoid malignancy
4,threat unemployment cardiovascular risk factor longitudinal study quality sleep serum cholesterol concentration men threatened redundancy increase serum cholesterol related change established risk factor cardiovascular disease
4,stunned myocardium myocardial collagen damage differential effect single repeated occlusion furthermore collagen damage wa seen repeated occlusion
4,antiinflammatory effect pentoxifylline claudication plasma viscosity creactive protein alpha acidglycoprotein change significantly ptf treatment
4,pulmonary hypertension year left pneumonectomy adenoid cystic carcinoma report finding patient shortness breath pulmonary hypertension year left pneumonectomy
4,chylothorax secondary obstruction superior vena cava complication leveen shunt case thrombosis superior vena cava wa complicated bilateral chylothoraces widened mediastinum
4,timing trigger transient myocardial ischemia factor contribute reversible ischemic event similar causing infarction sudden death ha resolved
4,predictive value lipoprotein serum lipoprotein angiographic diagnosis coronary artery disease multivariate predictor decreasing order significance family history age hdltotal cholesterol ratio apo b lp wa included multivariate predictor age family history apo b lp order
4,evaluation pharmacokinetics electrocardiographic effect intravenous verapamil intravenous calcium chloride pretreatment normal subject calcium significant affect verapamilinduced pr prolongation maximum percent change pr interval phase iii time maximal prolongation hour iii hour area percent change pr v time curve iii
4,fat embolism syndrome improvement supporting respiratory compromise adult respiratory distress syndrome patient develop
4,acute myocardial infarction resulting migration greenfield filter resulted acute myocardial infarction apparently causing intimal dissection posterior descending artery
4,technetiumm sestamibi chronic coronary artery disease european experience introduction technetiumm methoxyisobutyl isonitrile tcm sestamibi europe ha growing interest use
4,case unilateral posterior ischemic optic neuropathy radical neck dissection present case unilateral posterior ischemic optic neuropathy bilateral radical neck dissection
4,pancreatic transplantation radiologic evaluation vascular complication result correlated data gross microscopic pathologic study arteriogram determine relative value enabling detection graft thrombosis vascular complication
4,airway hyperresponsiveness patient microvascular angina furthermore product methacholine dose inhaled magnitude decline fev baseline methacholine response score wa significantly lower patient microvascular angina normal volunteer versus p
4,reperfusion arrhythmia thrombolysis second lowergrade arrhythmia accelerated idioventricular rhythm cited useful noninvasive marker successful reperfusion
4,risk factor gestational diabetes black population gestational diabetic subject required insulin glycemic control obese lower frequency bff phenotype higher frequency bff phenotype lower frequency type allele polymorphic locus adjacent insulin gene
4,efficacy percutaneous mitral balloon valvuloplasty inoue balloon followup necessary determine longterm efficacy new balloon
4,fenestrated atrial septal aneurysm diagnosis transesophageal echocardiography echocardiographic finding confirmed surgery
4,digital cutaneous vascular response histamine neuropeptides raynaud s phenomenon intradermal cutaneous microvascular blood flow response quantified planimetry laser doppler flowmetry
4,massive histamine release patient systemic mastocytosis measured plasma histamine concentration systemic vascular resistance cardiac output arterial pressure laparotomy patient systemic mastocytosis
4,fish oil supplementation patient stable claudication shortterm supplementation fish oil doe lead clinically significant improvement symptom patient stable claudication
4,change cardiac function extracorporeal membrane oxygenation persistent pulmonary hypertension newborn infant conclude left ventricular ejection phase index heart rate decreased ecmo change transient resolved bypass wa terminated
4,increased arterial adrenaline related pain uncomplicated myocardial infarction plasma adrenaline wa related degree pain presence acute myocardial infarction
4,irrigation device neuroangiographic procedure device flush bubble blood clot catheter hub
4,risk cardiovascular mortality alcohol drinker exdrinkers nondrinker data alcohol ha disparate relation cardiovascular condition higher cardiovascular mortality rate exdrinkers confounding trait related past alcohol use ushaped alcoholcad relation selective abstinence person higher risk
4,risk systemic vascular disease mortality patient central retinal vein occlusion prevalence cerebrovascular cardiovascular disease wa group wa overall mortality
4,thromboembolism retrospective survey patient received chemotherapy treatment nonhodgkin s lymphoma author found clinically apparent thromboembolic disorder occurred patient receiving weekly chemotherapy patient treated le intensive schedule suggesting intensive weekly chemotherapy thrombogenic
4,physiologic peripheral pulmonic stenosis infancy concluded patient pps mild underdevelopment pa branch consequent increased flow velocity turbulent flow
4,left main percutaneous transluminal coronary angioplasty autoperfusion catheter animal model seven dog survived autoperfusion balloon inflation seven developed sustained ventricular tachycardia andor ventricular fibrillation standard balloon inflation
4,resolved unresolved issue prevention treatment coronary artery disease workshop consensus statement interrupting chain event multiple site possible prevent slow development symptomatic heart disease hopefully prolong life
4,injury cervical spine causing vertebral artery trauma case report patient pseudarthrosis den aneurysm vertebral artery detected
4,prognostic significance exercise versus resting blood pressure hypertensive men conclusion intraarterial pressure rest submaximal peak exercise significantly predict mortality incidence cardiovascular event hypertensive men independent age
4,physician practice cardiovascular disease riskfactor reduction upper midwestern community result observed indicate improved preventive practice compared earlier survey recent national report
4,serial ultrasonographic evaluation neonatal vein galen malformation ass efficacy interventional neuroradiological procedure ratio diastolic retrograde flow velocity descending aorta systolic antegrade velocity decreased mean standard deviation p le
4,current result elective aortic reconstruction aneurysmal occlusive disease given current standard care aggressive approach aaa high risk patient appropriate
4,accelerated arteriosclerosis heart transplant recipient associated tlymphocytemediated endothelialitis explanted heart freshfrozen tissue wa available detailed cell typing t cell marked predominantly cytotoxic t lymphocyte cd cd
4,value peak exercise oxygen consumption optimal timing cardiac transplantation ambulatory patient heart failure conclusion
4,lung function pulmonary regurgitation limit exercise capacity postoperative tetralogy fallot decreased breathing reserve maximal exercise wa associated moderate pulmonary regurgitation decreased vital capacity
4,recurrent intracaval renal cell carcinoma role intravascular ultrasonography preoperative assessment proximal extent tumor degree adherence vena cava necessary plan operative strategy
4,assessment right ventricular oxidative metabolism positron emission tomography c acetate aortic valve disease data suggest rv c acetate clearance rate constant provide noninvasive evaluation rv oxidative metabolism
4,alfentanil pharmacokinetics patient undergoing abdominal aortic surgery general surgical patient elimination halftime alfentanil ha reported hr
4,stroke africanamerican evidence cerebral vessel involved ischemic stroke africanamerican differ caucasian
4,simplified method estimating true aortic valve mean gradient simultaneous left ventricular peripheral arterial pressure recording gradient measured way predicted true aortic valve gradient left ventricularascending aortic mean difference mm hg range mm hg
4,alternative technique repair sinus venosus atrial septal defect technique described closure sinus venosus atrial septal defect single patch held place suture placed outside right atrium underneath superior vena cava
4,functional status coronary artery bypass grafting percutaneous transluminal coronary angioplasty reduction number employment occurred cabg ptca group independent physical functional status measure improved group procedure
4,enhanced chemiluminescence measure oxygenderived free radical generation ischemia reperfusion superoxide dismutase unitsmin significantly decreased peak reperfusion chemiluminescence p le
4,long term followup descending thoracic aortoiliacfemoral bypass primary cumulative patency wa statistically valid month
4,renal effect cyclosporine sudden decline kidney function longterm cyclosporine nephrotoxicity hemolyticuremic syndrome hypertension discussed clinical experimental standpoint
4,righttoleft shunting patent foramen ovale caused pulmonary hypertension associated rheumatoid arthritis sjogren s syndrome case report autopsy atrial septal defect wa evident patent foramen ovale pulmonary artery disease observed
4,late death treatment childhood cancer time expected number death cardiovascular cause observed predominantly myocardial infarction cerebrovascular accident
4,inhospital mortality balloon aortic valvuloplasty frequency associated factor multivariate analysis identified factor associated increased mortality occurrence procedurerelated complication lower initial left ventricular systolic pressure smaller final aortic valve area lower baseline cardiac output
4,skewflap versus long posterior flap belowknee amputation multicenter trial difference reached statistical significance
4,deep venous thrombosis longitudinal study duplex u average time normalization wa shorter symptom lasted le hour week versus week p le
4,influence elastic compression stocking deep venous hemodynamics elastic compression stocking improve deep venous hemodynamic measurement patient deep venous insufficiency
4,hypertension pregnancy insulindependent diabetic woman neonatal outcome wa significantly altered presence pih
4,occult cancer patient deep venous thrombosis wa concluded blood cell count ldh cea chest radiograph abdominal ultrasonography ct scan routinely performed patient deep venous thrombosis particularly idiopathic dvt
4,rebleeding intracranial dissecting aneurysm vertebral artery review recent report including patient disorder revealed rebleeding rate acute stage
4,intraoperative detection patent foramen ovale transesophageal echocardiography combination contrast doppler echocardiography identified prevalence pfo approximating previously reported autopsy rate
4,noninvasive detection patient ischemic nonischemic heart disease prone ventricular fibrillation abnormality spectrum signalaveraged ecg found majority patient ventricular fibrillation detectable arrhythmia wa inducible programmed stimulation
4,use computerized closedloop sodium nitroprusside titration system antihypertensive treatment open heart surgery end observation map wa maintained desired setpoint time group vs time group percent data point setpoint group respectively p le chisquare test
4,calcium channel blocker geriatric hypertension offer advantage dual benefit hypertensive patient angina effect carbohydrate lipid metabolism
4,cancer experience framingham heart study cohort fhs connecticut seer rate matched closely primary tumor site appearing commonly group
4,entrainment low frequency breathing periodicity examined cycle time periodic breathing circulation time patient known circulation delay heart failure
4,infant survival following delayed postmortem cesarean delivery yearold multipara wa delivered living infant postmortem cesarean minute documented maternal cardiac arrest minute fatal injury
4,determinant ventricular rate atrial fibrillation conclusion refractory period conductivity av node best indicator potential node transmit atrial impulse ventricle atrial fibrillation
4,angiography angioscopy ultrasound imaging percutaneous balloon angioplasty second case apparently smooth intimal surface imaged angiography wa found angioscopy ultrasound extensive damage including subintimal hemorrhage intimal flap arterial dissection angioplasty site
4,balloon dilatation mitral valve single bifoil x mm trefoil x mm catheter balloon dilatation mitral valve single catheter technique bifoil trefoil catheter effective treatment patient mitral stenosis
4,vitamin c cardiovascular risk factor population essentially healthy people blood pressure ha found correlate negatively vitamin c status
4,hypertension racial difference difference lead recommendation hypertension black managed initially salt restriction dietary control insufficient administration antihypertensive agent hour efficacy lower vascular peripheral resistance promotes sodium excretion potentially improves renal hemodynamics recommended
4,baldness risk factor coronary artery disease overall data reviewed suggest small cad baldness exist smaller wellknown cad factor smoking hypertension
4,experimental pericardial effusion relation abnormal respiratory variation mitral flow velocity hemodynamics diastolic right heart collapse pericardial effusion associated abnormal increase respiratory variation mitral flow velocity addition respiratory change peak mitral flow velocity early diastole associated simultaneous change diastolic transmitral pressure gradient
4,echocardiographic assessment atrial mechanical behaviour interaction atrium ventricle functionally important ventricular systole early diastole atrial systole
4,doppler assessment pulmonary hypertension induced hypoxic breathing subject susceptible high altitude pulmonary edema result follows actrvet ppa r p le hapes actrvet ppa r p le hapes actrvet pvr r p le control subject
4,inhibitory role coronary arterial endothelium alphaadrenergic stimulation experimental heart failure peak chf endotheliumdependent relaxation norepinephrine bht enhanced relaxation nitroglycerin acetylcholine unaltered
4,nondiagnosed left main ostial stenosis partly use french coronary angiographic catheter supposed ability performed f catheter pas easily ostial lesion detection proximal stenosis difficult
4,parental history independent risk factor coronary artery disease framingham study study suggests cad person predicted low standard factor substantial genetic component associated parental history reduced modification factor
4,detection evaluation intrapulmonary vascular shunt contrast doppler transesophageal echocardiography use combination twodimensional echocardiography contrast injection pulsed doppler echocardiography pulmonary vein wa successfully interrogated evidence contrast shunting
4,high nacl diet enhances arterial baroreceptor reflex naclsensitive spontaneously hypertensive rat ingestion nacl diet blunting wa absent indicating enhancement baroreceptor reflex control lumbar sympathetic nerve activity
4,calcium metabolic index vascular retinopathy plasma renin activity essential hypertension plasma renin activity interfere relationship calcium metabolic index blood pressure association renin status calcium metabolic index
4,speciesdependent effect adenosine heart rate atrioventricular nodal conduction difference response hypoxia accounted speciesdependent difference adenosine released metabolized sensitivity heart adenosine dependency av nodal conduction atrial rate
4,influence dietary cod liver oil fatty acid composition plasma lipid human male subject myocardial infarction plasma level tg wa significantly decreased cod liver oil intake
4,comparison lisinopril versus atenolol mild moderate essential hypertension patient receiving lisinopril receiving atenolol withdrawn adverse experience patient defaulted treatment lisinopril group atenolol group
4,ultrastructural change impotent penile tissue comparison patient data demonstrate different behavioral andor medical condition produce similar degenerative tissue response
4,coarctation aorta poststenotic aneurysm formation coarctation regarded isolated arterial abnormality feature generalised disease
4,percutaneous transluminal coronary angioplasty anomalous right artery describe successful percutaneous transluminal angioplasty ptca anomalous right artery failed previous attempt
4,treatment ventricular tachycardia induced cardiogenic shock percoronary chemical ablation use standard angioplasty balloon inflation prevents backwash distally infused ethanol generalized cell death
4,impact fieldtransmitted electrocardiography time inhospital thrombolytic therapy acute myocardial infarction infield ecg cause negligible delay paramedic time lead significant decrease time inhospital thrombolysis infield therapy feasible
4,transplant coronary artery disease histopathologic correlation angiographic morphology lesion graded having le diameter narrowing underestimated angiographically compared histologic determination
4,popliteal artery aneurysm study demonstrates patient popliteal artery aneurysm increased risk new aneurysm formation popliteal artery location
4,total occlusion left main coronary artery young woman survival case report total occlusion left main coronary artery lmca rare survival depends existence collateral circulation
4,experimental contrastassociated nephropathy clinical implication particular vascular mechanism ie ischemia appealing explanation acute change renal hemodynamics contrast medium injection confirmed animal experiment
4,value electrophysiologic study hypertrophic cardiomyopathy treated amiodarone wa associated change morphology polymorphic monomorphic vt patient
4,iliac artery stenosis occlusion preliminary result treatment gianturco expandable metallic stent longterm followup clinical experience necessary evaluate efficacy stent
4,limitation electroencephalographic monitoring detection cerebral ischemia accompanying carotid endarterectomy patient immediate stroke patient immediate transient deficit electroencephalograph unchanged baseline completion procedure deficit manifest operative electroencephalographic change developed
4,metabolic health complication obesity overnutrition promotes synthesis wholebody cholesterol route excretion excess cholesterol biliary tree
4,event following implantation intraluminal ringed prosthesis ascending transverse descending thoracic aorta cause late death included hemoptysis cardiomyopathy aortic redissection rupture
4,free protein s deficiency family venous thrombosis free protein s level greatly reduced symptomatic member studied
4,plasma histamine patient chronic renal failure nephrotic syndrome effect relevant pathogenesis glomerular disease atherosclerosis
4,holter monitoring ventricular arrhythmia randomised controlled study intravenous streptokinase acute myocardial infarction result patient randomised early onset symptom suspected acute myocardial infarction analysed separately frequency abnormal complex pair run repetitive arrhythmia higher patient allocated streptokinase
4,rigid spine syndrome respiratory failure previously reported case rigid spine syndrome respiratory failure died
4,relationship sex hormone highdensity lipoprotein cholesterol level healthy adult men alternatively large proportion heterogeneity hdl level group men accounted environmental factor
4,agerelated hypotensive effect placebo active treatment patient older year slope blood pressure change age significantly different treatment group systolic mm hgyear activetreated placebo patient respectively diastolic mm hgyear respectively
4,renal artery stenosis patient aortic dissection increased prevalence author retrospectively analyzed prevalence renal artery stenosis consecutive patient aortic dissection underwent thoracic abdominal aortography series emergent ptra successfully controlled hypertension patient type b dissection resulting excellent clinical outcome
4,prolonged anginal perceptual threshold diabetes effect exercise capacity myocardial ischemia inverse relation severity ischemia peak exercise exercise capacity nondiabetic group r p le wa completely lost diabetic group
4,perioperative myocardial ischemia patient undergoing noncardiac surgery incidence severity day perioperative period mean st change wa mm pre intra postoperative episode respectively p le versus pre intraoperative duration ischemic episode wa min respectively preoperative intraoperative area st curve wa mmmin preoperative intraoperative
4,result infrainguinal bypass limb salvage patient endstage renal disease important limb salvage wa achieved diabetic patient esrd presence extensive foot gangrene ischemic ulceration
4,kallikreinlike enzyme blood vessel onekidney clip hypertensive rat total vascular kininogenase activity active plus trypsinactivated wa lower hypertensive rat artery examined thoracic aorta versus p le abdominal aorta versus p le tail artery versus p le
4,mechanical cardiopulmonary support refractory cardiogenic shock result indicate resuscitative ecmo useful interval hour best applied patient younger year age patient having acute event failed percutaneous transluminal coronary angioplasty amenable surgical intervention candidate cardiac transplantation switched sophisticated device hour ecmo insertion
